# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles:u'
# Event count (approx.): 2989206917
#
# Overhead  Command    Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  .........  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.07%  proto_run  libc.so.6             [.] 0x00000000001a68ec
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message3_Set_2(fleetbench::proto::Message3*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.07%  proto_run  proto_run             [.] google::protobuf::internal::WireFormatLite::Int32Size(int)
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message4_Set_3(fleetbench::proto::Message4*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.07%  proto_run  libc.so.6             [.] 0x00000000000a3e0e
     0.07%  proto_run  proto_run             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)@plt
     0.07%  proto_run  libc.so.6             [.] 0x00000000000a3e43
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message2_Set_3(fleetbench::proto::Message2*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message1_Set_2(fleetbench::proto::Message1*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message5_Set_1(fleetbench::proto::Message5*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.07%  proto_run  libc.so.6             [.] 0x00000000000a4088
     0.07%  proto_run  proto_run             [.] google::protobuf::internal::RepeatedPtrFieldBase::InternalExtend(int)
     0.07%  proto_run  proto_run             [.] google::protobuf::internal::GenericTypeHandler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::New(google::protobuf::Arena*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
     0.07%  proto_run  libc.so.6             [.] 0x00000000001a68b9
     0.07%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77::ByteSizeLong() const
     0.06%  proto_run  libc.so.6             [.] 0x00000000001a68d0
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt64ToArrayWithField<10>(google::protobuf::io::EpsCopyOutputStream*, long, unsigned char*)
     0.06%  proto_run  proto_run             [.] google::protobuf::internal::RepeatedPtrFieldBase::elements()
     0.06%  proto_run  proto_run             [.] google::protobuf::RepeatedField<int>::~RepeatedField()
     0.06%  proto_run  libc.so.6             [.] 0x00000000000a27d3
     0.06%  proto_run  libc.so.6             [.] 0x00000000000a26b1
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98_M99_M100::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message1::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  libc.so.6             [.] 0x00000000001a68df
     0.06%  proto_run  proto_run             [.] google::protobuf::io::EpsCopyOutputStream::WriteStringOutline(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned char*)
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message0_M7_M14_M23::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M82::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M83_M88_M89::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M107::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5_M12::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message4_Set_2(fleetbench::proto::Message4*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M72::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1_M14_M40_M43::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] unsigned char* google::protobuf::internal::WireFormatLite::WriteInt32ToArrayWithField<4>(google::protobuf::io::EpsCopyOutputStream*, int, unsigned char*)
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M37::ByteSizeLong() const
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message9_M3_M20::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&)
     0.06%  proto_run  proto_run             [.] int std::exchange<int, int&>(int&, int&)
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message1_Set_1(fleetbench::proto::Message1*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  proto_run             [.] google::protobuf::RepeatedField<long>::GrowNoAnnotate(int, int)
     0.06%  proto_run  libc.so.6             [.] 0x00000000000a488e
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M13_M35_M56::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.06%  proto_run  libc.so.6             [.] 0x00000000000a4278
     0.06%  proto_run  proto_run             [.] fleetbench::proto::Message7_M4::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M6_M12_M24_M35::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] google::protobuf::internal::RepeatedPtrFieldBase::Capacity() const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a18dc
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M7::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M52::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] google::protobuf::SerializeToArrayImpl(google::protobuf::MessageLite const&, unsigned char*, int)
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a173f
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36::ByteSizeLong() const
     0.05%  proto_run  libc.so.6             [.] 0x00000000001a68c1
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message3_M8_M19_M26_M47::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M105_M110::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] google::protobuf::io::CodedOutputStream::VarintSize32(unsigned int)
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message1_M1_M25_M31::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a186a
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46_M48_M51_M56_M58_M60::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M6_M10_M32::ByteSizeLong() const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M6_M12_M30_M35_M61::ByteSizeLong() const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M16_M28_M35_M43::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1_M14_M27::ByteSizeLong() const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message3::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message4_M7_M14_M29_M34_M41_M58_M66_M73_M77_M80_M83_M84_M86_M87::ByteSizeLong() const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4_M16_M28_M44_M61_M86_M91_M101_M105::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message3_M4_M16_M30_M43_M50::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] google::protobuf::internal::SizedDelete(void*, unsigned long)
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message4_M3_M9_M25_M38_M47_M60::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M45::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message3_M7_M14_M37::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14::ByteSizeLong() const
     0.05%  proto_run  proto_run             [.] google::protobuf::RepeatedField<long>::size() const
     0.05%  proto_run  proto_run             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::substr(unsigned long, unsigned long) const@plt
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] proto_charac::build_corpus(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::vector<google::protobuf::Message*, std::allocator<google::protobuf::Message*> >&, std::vector<google::protobuf::Message*, std::allocator<google::protobuf::Message*> >&)
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M5_M13_M26_M47::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M18_M39_M45_M54::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a28f7
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a3a0d
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M5_M13_M17::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a277d
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M6_M12_M21::~Message8_M2_M6_M12_M21()
     0.05%  proto_run  proto_run             [.] std::remove_reference<int&>::type&& std::move<int&>(int&)
     0.05%  proto_run  libstdc++.so.6.0.30   [.] free@plt
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a4894
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message9_M4_M19::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a274b
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a27aa
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a2731
     0.05%  proto_run  proto_run             [.] int& std::forward<int&>(std::remove_reference<int&>::type&)
     0.05%  proto_run  proto_run             [.] google::protobuf::internal::RepeatedPtrFieldBase::ExchangeCurrentSize(int)
     0.05%  proto_run  libstdc++.so.6.0.30   [.] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)@plt
     0.05%  proto_run  proto_run             [.] int google::protobuf::internal::CalculateReserveSize<void*, 8>(int, int)
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a39c9
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96_M97_M98::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.05%  proto_run  proto_run             [.] std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
     0.05%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2::ByteSizeLong() const
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a489b
     0.05%  proto_run  libc.so.6             [.] 0x00000000000a3d74
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99::ByteSizeLong() const
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1_M14_M40_M43_M71_M87::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message7::ByteSizeLong() const
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message3_M2_M10_M33_M45_M51::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message7_M2_M19_M29_M38_M60_M62_M69_M78_M85_M89_M95_M96::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
     0.04%  proto_run  proto_run             [.] fleetbench::proto::Message2_M4_M16::_InternalSerialize(unsigned char*, google::protobuf::io::EpsCopyOutputStream*) const
